"Time (s)","Sound pressure level (dB)"
4.130001379E1,-4.339277588E1
4.140218304E1,-6.016714308E1
4.150897950E1,-3.935295014E1
4.161162812E1,-4.350160610E1
4.171685883E1,NaN
4.181907754E1,-5.432367991E1
4.192363846E1,-5.256772895E1
4.203031075E1,-4.747653314E1
4.213399129E1,-3.806698278E1
4.223926179E1,-4.651448241E1
4.234414642E1,-3.564947481E1
4.245088667E1,-4.101324552E1
4.255759796E1,-4.679851228E1
4.266143492E1,-4.110794481E1
4.276777012E1,-3.869276015E1
4.287153429E1,-5.016609855E1
4.297608350E1,-3.354948440E1
4.308279575E1,-3.919807333E1
4.318495267E1,-4.317976083E1
4.328705971E1,-4.761084906E1
4.339391246E1,-4.806132528E1
4.350069017E1,-4.025456759E1
4.360381742E1,-3.695143708E1
4.370957204E1,-4.001421961E1
4.381548825E1,-4.785327283E1
4.392095775E1,-4.631808612E1
4.402368317E1,-3.129872812E1
4.412810754E1,-4.100259396E1
4.423479292E1,-4.907049402E1
4.433918671E1,-4.609238881E1
4.444420550E1,-5.625867785E1
4.454837921E1,-4.833014003E1
4.465469788E1,-4.658785834E1
4.476142592E1,-4.971211124E1
4.486809688E1,-3.115201904E1
4.497152737E1,-2.960435724E1
4.507651054E1,-3.447150291E1
4.518319483E1,-5.644148514E1
4.528643371E1,-6.708854504E1
4.538846262E1,-6.557414509E1
4.549520808E1,-6.567071991E1
4.560004967E1,-6.811292536E1
4.570333367E1,-6.751882701E1
4.580985363E1,-6.315839313E1
4.591657229E1,-6.089903503E1
4.602005283E1,-5.954443756E1
4.612363500E1,-6.399287219E1
4.623034221E1,-5.711937422E1
4.633653154E1,-3.784974658E1
4.643928954E1,-3.494803250E1
4.654418783E1,-3.368591233E1
4.664831033E1,-4.673085432E1
4.675416404E1,-5.173918153E1
4.685626004E1,-4.355385586E1
4.696140237E1,-5.211504680E1
4.706801742E1,-4.289644367E1
4.717314279E1,-4.613051821E1
4.727657204E1,-4.865869673E1
4.738326300E1,-3.982248486E1
4.748800971E1,-4.104230386E1
4.759014817E1,-4.286047333E1
4.769686625E1,-3.670766746E1
4.780363533E1,-5.453761981E1
4.790986792E1,-5.918205472E1
4.801657633E1,-6.716611165E1
4.812197112E1,-4.105310160E1
4.822400650E1,-4.040657682E1
4.833060412E1,-5.094026737E1
4.843722083E1,-4.247704879E1
4.854309179E1,-5.140104616E1
4.864835346E1,-4.355507611E1
4.875500458E1,-5.124986348E1
4.886142246E1,-4.316974496E1
4.896802712E1,-4.745079791E1
4.907249321E1,-4.296510983E1
4.917651154E1,-3.296473234E1
4.928326204E1,-2.803383833E1
4.938937796E1,-3.494122492E1
4.949139883E1,-5.471460858E1
4.959811696E1,-4.189939559E1
4.970150062E1,-4.059086357E1
4.980630875E1,-4.405904028E1
4.990982142E1,-4.708456892E1
5.001645650E1,-4.615973929E1
5.012311654E1,-3.964028894E1
5.022925433E1,-3.574841907E1
5.033597800E1,-5.098481760E1
5.044027042E1,-4.458838753E1
5.054413733E1,-4.631150155E1
5.064836900E1,-5.465029101E1
5.075500312E1,-6.458930303E1
5.086150179E1,-6.941181801E1
5.096812208E1,-6.895432435E1
5.107410583E1,-6.649053160E1
5.117636387E1,-6.433988054E1
5.128306350E1,-6.337485028E1
5.138970792E1,-6.871142916E1
5.149315083E1,-6.154303993E1
5.159987204E1,-6.220163252E1
5.170658792E1,-6.633050662E1
5.180984025E1,-6.280843176E1
5.191648196E1,-6.356084307E1
5.201991454E1,NaN
5.212498933E1,-6.319755932E1
5.222698533E1,-6.228429439E1
5.233367196E1,-6.040171172E1
5.243923683E1,-6.612958005E1
5.254384867E1,-6.512390067E1
5.264838350E1,-5.827139722E1
5.305143367E1,-7.261102790E1
5.315592787E1,-6.774580532E1
5.326284796E1,-6.580851147E1
5.336528571E1,-6.141426573E1
5.347111283E1,-5.889280180E1
5.357754221E1,-6.365320671E1
5.400025929E1,-5.449621559E1
5.410254892E1,-4.055034277E1
5.420677879E1,-3.905092343E1
5.431088121E1,-5.210514376E1
5.441770758E1,-4.216598276E1
5.452291862E1,-4.927225733E1
5.462714446E1,-4.578834035E1
5.473109779E1,-4.131652478E1
5.483698671E1,-4.319473035E1
5.494021292E1,-6.209300255E1
5.504694679E1,-5.313359666E1
5.515221121E1,-5.173100271E1
5.525529371E1,-4.839492868E1
5.536213079E1,-4.446295061E1
5.546888087E1,-4.285358565E1
5.557123508E1,-4.317364010E1
5.567797029E1,-4.438851929E1
5.578471354E1,-4.489007076E1
5.588822579E1,-5.346615795E1
5.599495729E1,-5.181027662E1
5.610167229E1,-5.800170187E1
5.620509604E1,-5.166309106E1
5.631170004E1,-4.104136992E1
5.641796854E1,-3.968352914E1
5.652286375E1,-3.752932516E1
5.662708937E1,-3.569222233E1
5.673376571E1,-3.601168825E1
5.684011196E1,-3.550206880E1
5.694657525E1,-3.775415764E1
5.705020129E1,-4.196749876E1
5.715521925E1,-4.220887816E1
5.725846412E1,-4.297192199E1
5.736544517E1,-4.362082741E1
5.747106183E1,-6.068775034E1
5.757289492E1,-6.005074165E1
5.767883146E1,-6.326667310E1
5.778554350E1,-3.658184823E1
5.789017017E1,-5.323256758E1
5.799698992E1,-4.200368489E1
5.810242487E1,-3.842177702E1
5.820732587E1,-3.254215646E1
5.831182508E1,-4.431562990E1
5.841798112E1,-4.278072806E1
5.852244121E1,-4.707497045E1
5.862718225E1,-4.453900428E1
5.873396412E1,-4.416534688E1
5.883942571E1,-4.970285624E1
5.894607271E1,-3.756301378E1
5.905025533E1,-2.945989144E1
5.915648371E1,-3.334830343E1
